theorist,concept,native,one_liner,part,major,sub,era,source,confidence
William L. Benoit,Functional Theory of Campaign Discourse,,"Campaign messages as acclaims, attacks, and defenses",MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,Contemporary,Knowledge,med
Beverley Skeggs,"Class, Self, Culture",,"How class is lived, valued, and morally judged through the self",Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Beverley Skeggs,Formations of Class and Gender,,Respectability as women's classed and gendered struggle for value,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Beverley Skeggs,Respectability,,Working-class women's pursuit of moral worth and recognition,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,Knowledge,high
Beverley Skeggs,Person-Value,,The differential moral and economic valuing of persons,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,Knowledge,med
Anita Biressi & Heather Nunn,Reality TV and Class,,How reality TV stages and judges class and ordinariness,Culture,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Contemporary,DB,high
Anita Biressi & Heather Nunn,The Ordinary,,Visibility of ordinary people as reality TV's defining feature,Culture,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Contemporary,Web,high
Anita Biressi & Heather Nunn,Realism and Revelation,,Reality TV gauged by emotional authenticity and self-disclosure,Culture,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Contemporary,Web,high
Anita Biressi & Heather Nunn,Class and Social Mobility on TV,,Television fame as classed promise of upward mobility,Culture,British Cultural Studies (Birmingham School),C. Popular Culture & Politics,Contemporary,Web,med
Bishnupriya Ghosh,Global Icons,,Iconic figures as material apertures to the global popular,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,DB,high
Bishnupriya Ghosh,Bio-icon,,The living iconic body circulating affect across global media,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,Web,high
Bishnupriya Ghosh,Iconic Materiality,,Icons as sensation-provoking objects enfolding their subjects,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,Web,med
Bishnupriya Ghosh,Literary Cosmopolitics,,Transnational Indian fiction navigating global and local worlds,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,Web,med
Brené Brown,The Power of Vulnerability,,Vulnerability as the birthplace of courage and connection,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,DB,high
Brené Brown,Shame Resilience,,Capacity to move through shame toward empathy and worthiness,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,Knowledge,high
Brené Brown,Wholehearted Living,,Living from a sense of worthiness rather than scarcity,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,Knowledge,high
Brené Brown,Daring Greatly,,Choosing to show up and be seen despite the risk of failure,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,Knowledge,med
Brooke Erin Duffy,Aspirational Labor,,Unpaid brand-building work done in hope of future reward,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Brooke Erin Duffy,Influencer Economy,,Economy built on monetized self-presentation and personal brands,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Brooke Erin Duffy,(Not) Getting Paid to Do What You Love,,Gendered gap between passion work and actual social-media pay,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,high
Brooke Erin Duffy,Algorithmic Visibility,,Creators' precarious dependence on opaque platform algorithms,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,med
Bruno Latour,Actor-Network Theory,,Society made of shifting networks of human and nonhuman actors,Society,Digital & Network Society,Science & Technology Studies (STS),Modern,DB,high
Bruno Latour,We Have Never Been Modern,Nous n'avons jamais été modernes,Modernity's failed purification of nature from society,Society,Digital & Network Society,Science & Technology Studies (STS),Modern,DB,high
Bruno Latour,Science in Action,,"Following scientists to see facts built, not discovered",Society,Digital & Network Society,Science & Technology Studies (STS),Modern,DB,high
Bruno Latour,Technoscience,,"Science and technology as inseparable, co-produced networks",Society,Digital & Network Society,Science & Technology Studies (STS),Modern,DB,high
Bruno Latour,Actant,,Any human or nonhuman entity that makes a difference in a network,Society,Digital & Network Society,Science & Technology Studies (STS),Modern,DB,high
Bruno Latour,Immutable Mobiles,,"Stable, transportable inscriptions that let knowledge travel",Society,Digital & Network Society,Science & Technology Studies (STS),Modern,Knowledge,high
Bruno Latour,The Parliament of Things,,Politics reimagined to give nonhumans representation,Society,Digital & Network Society,Science & Technology Studies (STS),Modern,Knowledge,med
Bryan Stevenson,Just Mercy,,"Justice rooted in mercy, proximity, and human dignity",LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,Contemporary,DB,high
Bryan Stevenson,Proximity,,Getting close to the suffering as the basis of just action,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,Contemporary,DB,high
Bryan Stevenson,The Legacy of Slavery,,Mass incarceration as continuation of slavery and lynching,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,Contemporary,Knowledge,high
Bryan Stevenson,Each Person Is More Than Their Worst Act,,Human dignity persists beyond a person's gravest wrongdoing,LAW,"Criminal Law, Punishment & Restorative Justice",B. Restorative & Transitional Justice,Contemporary,Knowledge,med
Bryan S. Turner,The Body and Society,,Foundational sociology of the body as a social phenomenon,Society,Contemporary Social Theories,Posthumanism & New Materialism,Modern,DB,high
Bryan S. Turner,The Somatic Society,,A society organizing its central problems around the body,Society,Contemporary Social Theories,Posthumanism & New Materialism,Modern,DB,high
Bryan S. Turner,Body as Capital,,The body as a form of capital with social and economic value,Society,Contemporary Social Theories,Posthumanism & New Materialism,Modern,DB,high
Bryan S. Turner,Vulnerability and Human Rights,,Shared bodily vulnerability as a ground for universal rights,Society,Contemporary Social Theories,Posthumanism & New Materialism,Modern,Knowledge,med
Byung-Chul Han,The Burnout Society,Müdigkeitsgesellschaft,Self-exploitation in an achievement culture producing exhaustion,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,DB,high
Byung-Chul Han,Psychopolitics,Psychopolitik,Neoliberal power governing through freedom and the psyche,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,DB,high
Byung-Chul Han,The Smooth,Das Glatte,Smoothness as the aesthetic of frictionless positivity,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,DB,high
Byung-Chul Han,The Achievement Subject,Leistungssubjekt,Self that exploits itself believing it is acting freely,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,Knowledge,high
Byung-Chul Han,The Expulsion of the Other,Die Austreibung des Anderen,Loss of genuine otherness in a culture of sameness,Culture,Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,Knowledge,med
C. Lee Harrington,Soap Opera and Grief,,Fans' mourning of long-running serial narratives and characters,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
C. Lee Harrington,Fandom Across the Life Course,,How media fandom changes and deepens over a fan's lifetime,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
C. Lee Harrington,The Aesthetics of Soap Opera,,Soap opera valued through its own genre-specific pleasures,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
C. Wright Mills,The Sociological Imagination,,"Linking private troubles to public, historical structures",Society,Classical Sociological Traditions,—,Modern,DB,high
C. Wright Mills,The Power Elite,,"Interlocking military, corporate, and political ruling stratum",Society,Classical Sociological Traditions,—,Modern,DB,high
C. Wright Mills,Personal Troubles vs. Public Issues,,Distinguishing individual woes from structural social problems,Society,Classical Sociological Traditions,—,Modern,Knowledge,high
C. Wright Mills,White Collar,,"Anxious, dependent condition of the new middle classes",Society,Classical Sociological Traditions,—,Modern,Knowledge,med
C.L.R. James,Beyond a Boundary,,"Cricket read as art, politics, and colonial history",ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
C.L.R. James,The Black Jacobins,,Haitian Revolution as a self-emancipating mass movement,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,Knowledge,high
C.L.R. James,What Do Men Live By,,Sport and culture as expressions of a society's deepest needs,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,Knowledge,med
Carl Jung,Collective Unconscious,Kollektives Unbewusstes,Inherited reservoir of shared human symbols and memories,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Carl Jung,Archetypes,Archetypen,Universal primordial images structuring the unconscious psyche,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Carl Jung,Shadow,Der Schatten,"The repressed, disowned dark side of the personality",Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Carl Jung,Analytical Psychology,Analytische Psychologie,Jung's school centered on individuation and the unconscious,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Carl Jung,Individuation,Individuation,Lifelong integration of the psyche into a whole self,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Carl Jung,Anima and Animus,Anima und Animus,Inner contrasexual images shaping relations to the other sex,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Carl Jung,Persona,Persona,Social mask presented to meet others' expectations,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Carl Schmitt,Friend-Enemy Distinction,Freund-Feind-Unterscheidung,The political defined by the grouping of friend against enemy,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Carl Schmitt,State of Exception,Ausnahmezustand,Sovereign suspension of law in the name of emergency,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Carl Schmitt,Decisionism,Dezisionismus,"Legitimacy grounded in the sovereign decision, not norms",Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
